First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Jesse,Dunn,Buy,506,ORL,LAX,Business Class,1
Holly,Cruz,Buy,1000,LAX,ELP,Main Cabin,1
Carlos,Irwin,Buy,691,BOS,LAX,Business Class,4
Bradley,Bell,Buy,224,ELP,LHR,Main Cabin,3
Rebecca,Brown,Buy,377,ORD,ELP,Business Class,1
Angelica,Bruce,Buy,457,ELP,LAX,Main Cabin,7
Michael,Nunez,Buy,409,CJS,MEX,First Class,8
Gary,Mckenzie,Buy,610,CUN,ELP,Main Cabin,7
Philip,Zamora,Buy,1305,LHR,ELP,First Class,8
Jacqueline,Dunn,Buy,323,MEX,CJS,Main Cabin,8
Douglas,Bryant,Buy,166,YYZ,ELP,Business Class,3
Nancy,Robles,Buy,300,ELP,BOS,Main Cabin,8
James,Brennan,Buy,1120,LAS,ELP,Business Class,6
Brandon,Flores,Buy,420,BOS,LAX,First Class,3
Crystal,Johnson,Buy,791,CUN,ELP,First Class,6
Paul,Fisher,Buy,1134,ORL,LAX,Main Cabin,5
Jerry,Smith,Buy,1022,ELP,BOS,First Class,8
Teresa,Gardner,Buy,510,BOS,LAX,First Class,1
Thomas,Stevenson,Buy,208,JFK,ELP,First Class,4
Logan,Palmer,Buy,1185,ORD,ELP,Main Cabin,8
Douglas,Hernandez,Buy,1313,MEX,CJS,Business Class,3
Daniel,Lucio,Buy,30,ELP,BOS,Business Class,2
Bryan,Arriaga,Buy,751,ELP,BOS,Main Cabin,2
Ashley,Romero,Buy,1107,JFK,ELP,Main Cabin,3
Victoria,Martin,Buy,906,ELP,LAX,Business Class,1
Timothy,Wagner,Buy,1095,ORD,ELP,First Class,7
Angela,English,Buy,367,ELP,LAX,Business Class,6
Micheal,Sanders,Buy,596,ORL,LAX,Business Class,6
Shawn,Santos,Buy,1288,JFK,ELP,First Class,6
Gary,Park,Buy,610,CUN,ELP,Main Cabin,1
Misty,Jimenez,Buy,742,ATL,ELP,Business Class,7
Chip,Disney,Buy,488,ELP,LAS,Main Cabin,8
Phillip,Meyer,Buy,774,ORL,LAX,First Class,4
Dennis,Cooper,Buy,500,CJS,MEX,First Class,3
Akinyemi,Akinjayeju,Buy,656,ELP,JFK,Main Cabin,6
Michael,Castillo,Buy,370,LAX,ELP,Main Cabin,5
Pinocchio,Disney,Buy,1300,LAS,ELP,First Class,1
Andrew,Marshall,Buy,289,ELP,ATL,First Class,6
Andrew,Atkins,Buy,879,CUN,ELP,First Class,7
Anthony,Dalton,Buy,473,ATL,ELP,First Class,3
Amber,Brown,Buy,118,JFK,ELP,Business Class,5
Micheal,Sanders,Buy,1061,CUN,ELP,First Class,1
Enrique,Munoz,Buy,1041,MEX,CJS,First Class,7
Ronald,Parker,Buy,439,ELP,CDG,First Class,1
Mary,Grant,Buy,774,ORL,LAX,Business Class,1
Joshua,Banks,Buy,1215,LHR,ELP,Business Class,6
Timothy,Bernard,Buy,1282,ATL,ELP,Main Cabin,4
Sean,Hernandez,Buy,1010,ELP,ATL,Business Class,8
Alexis,Acosta,Buy,890,ELP,CDG,First Class,1
Theresa,Clark,Buy,897,HND,ELP,First Class,3
Michelle,Pruitt,Buy,1288,JFK,ELP,Business Class,4
Michael,Morton,Buy,1244,ELP,YYZ,Business Class,4
Megan,Noble,Buy,587,LHR,ELP,Business Class,8
Brian,Castillo,Buy,926,ELP,JFK,First Class,3
Lori,Johnson,Buy,56,ORL,LAX,First Class,3
Emma,Armstrong,Buy,8,ELP,LAX,Main Cabin,6
Robert,Wilson,Buy,1188,ELP,ATL,Business Class,8
Jose,Smith,Buy,957,LAX,ORL,First Class,6
Rodney,Berg,Buy,1134,ORL,LAX,Business Class,5
Anthony,Carson,Buy,1082,ELP,DFW,Business Class,4
Lisa,Gaines,Buy,293,ATL,ELP,First Class,8
Shawn,Santos,Buy,233,MEX,CJS,Main Cabin,4
Victor,Anderson,Buy,1059,CUN,ELP,First Class,6
Monica,Davenport,Buy,968,ELP,CUN,First Class,5
Corey,Wilson,Buy,64,LAX,BOS,Business Class,5
Alexis,Black,Buy,263,CDG,ELP,Business Class,2
Jade,Crawford,Buy,802,CDG,ELP,First Class,1
Joshua,Hickman,Buy,538,HND,ELP,First Class,6
Michael,Thomas,Buy,1082,ELP,DFW,First Class,4
Carolyn,Dunn,Buy,658,JFK,ELP,First Class,6
Darlene,Shaw,Buy,416,ORL,LAX,First Class,7
Chris,King,Buy,732,ELP,ORD,First Class,1
Kimberly,Mejia,Buy,1331,CUN,ELP,Main Cabin,1
Timothy,Wagner,Buy,933,BOS,ELP,First Class,5
Willie,Hobbs,Buy,499,CJS,MEX,First Class,8
Jasmine,Disney,Buy,517,ELP,CUN,Main Cabin,7
Michelle,Sexton,Buy,981,CDG,ELP,First Class,8
Emma,Padilla,Buy,859,CJS,MEX,Main Cabin,1
Peggy,Murphy,Buy,352,CDG,ELP,Business Class,5
James,Simpson,Buy,481,ELP,BOS,First Class,7
Brittany,Weaver,Buy,160,CUN,ELP,First Class,1
Jorge,RodriguezOrtega,Buy,50,CJS,MEX,Business Class,5
Nathan,Coleman,Buy,253,ELP,YYZ,First Class,5
Sabrina,Nguyen,Buy,596,ORL,LAX,Business Class,2
Joanna,Trevino,Buy,1179,LAX,ELP,Business Class,8
Ariel,Disney,Buy,132,ELP,LHR,Main Cabin,7
Amy,Chase,Buy,431,CUN,ELP,Business Class,1
Shannon,Holden,Buy,904,DFW,ELP,Main Cabin,2
Brittany,Richard,Buy,1044,ORL,LAX,Main Cabin,4
Grace,Kelley,Buy,758,ELP,LAS,First Class,7
Jennifer,Schneider,Buy,95,DFW,ELP,Business Class,3
Michael,Murray,Buy,432,ELP,YYZ,Main Cabin,8
Tammy,Martinez,Buy,560,ELP,ATL,Business Class,6
Ray,Huynh,Buy,907,ELP,LAX,First Class,2
Benjamin,Johnson,Buy,1274,ELP,ORD,Business Class,1
Kathleen,Small,Buy,383,ATL,ELP,Main Cabin,2
Emily,Richardson,Buy,1030,LAS,ELP,Business Class,8
Bryan,Arriaga,Buy,761,LAS,ELP,Main Cabin,4
Ashley,Romero,Buy,563,ATL,ELP,Business Class,3
Craig,Oconnell,Buy,142,MEX,CJS,First Class,5
Joseph,Fritz,Buy,5,DFW,ELP,Business Class,7
Teresa,Gardner,Buy,787,ELP,CUN,First Class,7
John,White,Buy,516,ELP,CUN,Business Class,7
Douglas,Hernandez,Buy,275,DFW,ELP,First Class,6
Melissa,Evans,Buy,262,CDG,ELP,Business Class,3
Francisco,Vazquez,Buy,39,LAS,ELP,First Class,1
Brett,Mathis,Buy,859,CJS,MEX,Main Cabin,1
Phillip,Brown,Buy,1028,ELP,LAS,Main Cabin,7
Jerry,Rodriguez,Buy,293,ATL,ELP,Business Class,2
Mark,Ramos,Buy,1111,ELP,BOS,Business Class,5
Jesse,Dunn,Buy,1246,YYZ,ELP,Main Cabin,2
Alyssa,Kelly,Buy,1081,ELP,DFW,Main Cabin,3
Anthony,Kramer,Buy,723,DFW,ELP,First Class,1
Michelle,Wood,Buy,818,ELP,LAX,Main Cabin,3
Andre,Ramos,Buy,34,BOS,ELP,Main Cabin,8
Melissa,Mcdonald,Buy,1242,ELP,YYZ,Business Class,2
Marc,Driver,Buy,335,LAX,BOS,Business Class,7
Karen,Thomas,Buy,1019,JFK,ELP,Business Class,5
Dalton,Bryant,Buy,545,DFW,ELP,First Class,2
Leonard,King,Buy,301,ELP,BOS,Business Class,7
Alyssa,Smith,Buy,1270,LAX,ELP,Business Class,7
Steven,Cabrera,Buy,1123,ELP,LHR,Main Cabin,3
Jill,Solis,Buy,1211,LAS,ELP,First Class,8
Michael,White,Buy,1227,LAX,ORL,Main Cabin,5
Alberto,Villegas,Buy,1147,ELP,CUN,First Class,3
Elizabeth,Cruz,Buy,1292,ELP,BOS,Business Class,5
Tami,Weaver,Buy,1298,ELP,LAS,First Class,3
Derrick,Grant,Buy,72,ELP,YYZ,Business Class,7
Andrew,Atkins,Buy,1094,ELP,ORD,Main Cabin,3
Jody,Sanchez,Buy,815,DFW,ELP,First Class,1
Brian,Andrews,Buy,1305,LHR,ELP,First Class,3
Ronald,Kent,Buy,64,LAX,BOS,Main Cabin,5
Chelsea,Porter,Buy,708,ELP,CDG,Main Cabin,1
Philip,Chaney,Buy,440,ELP,CDG,Business Class,1
Terri,Strickland,Buy,58,LAX,ORL,Main Cabin,2
Melissa,Mcdonald,Buy,306,ELP,LAS,First Class,6
Michelle,Pruitt,Buy,823,ELP,ORD,Main Cabin,3
Andrew,Atkins,Buy,1218,CJS,MEX,Main Cabin,1
Elizabeth,Cordova,Buy,1316,ORL,LAX,Main Cabin,6
Colleen,Torres,Buy,232,MEX,CJS,Business Class,6
Kimberly,Garcia,Buy,1306,LHR,ELP,Business Class,3
Thomas,Bonilla,Buy,566,ELP,JFK,Main Cabin,6
Leonard,King,Buy,883,ELP,YYZ,Business Class,2
Teresa,Taylor,Buy,248,ELP,CUN,Main Cabin,6
Travis,Burton,Buy,1267,ELP,LAX,First Class,3
Timothy,Johnson,Buy,1033,ELP,LHR,Main Cabin,8
Kyle,Hodges,Buy,771,MEX,CJS,First Class,2
Anthony,Dalton,Buy,585,LHR,ELP,Business Class,2
Travis,Mcdonald,Buy,1030,LAS,ELP,Main Cabin,2
Leroy,Walters,Buy,84,ELP,HND,First Class,4
Stephanie,Kirby,Buy,1173,DFW,ELP,Main Cabin,4
Mufassa,Disney,Buy,391,ELP,BOS,Business Class,6
Brian,Rojas,Buy,1143,LAX,BOS,First Class,2
Teresa,Taylor,Buy,693,LAX,BOS,Business Class,3
Crystal,Johnson,Buy,597,LAX,ORL,Main Cabin,6
Amber,Nguyen,Buy,437,YYZ,ELP,Main Cabin,8
Rose,Burgess,Buy,432,ELP,YYZ,Business Class,6
Erica,Burch,Buy,255,YYZ,ELP,Business Class,1
Dylan,Harris,Buy,788,ELP,CUN,Business Class,2
Luis,Johnson,Buy,659,JFK,ELP,Business Class,2
Patrick,Larsen,Buy,543,DFW,ELP,Main Cabin,6
Michele,Cummings,Buy,299,JFK,ELP,First Class,6
Timothy,Wagner,Buy,934,BOS,ELP,Main Cabin,7
Michelle,Pruitt,Buy,1308,CJS,MEX,First Class,2
Jason,Skinner,Buy,93,DFW,ELP,Business Class,4
Michael,King,Buy,1275,ORD,ELP,Business Class,5
Tara,Rodriguez,Buy,701,CUN,ELP,Main Cabin,3
Jennifer,Carr,Buy,296,ELP,JFK,Main Cabin,4
Denise,Johnson,Buy,688,LAX,ORL,Main Cabin,2
Tyrone,Alvarado,Buy,598,LAX,ORL,First Class,4
Diana,Garcia,Buy,640,LAX,ELP,First Class,7
Michael,Williamson,Buy,892,CDG,ELP,First Class,3
Michael,Mccormick,Buy,1218,CJS,MEX,Main Cabin,5
Alison,Hicks,Buy,49,CJS,MEX,Main Cabin,4
Crystal,Johnson,Buy,645,ORD,ELP,Business Class,6
Kelly,Herring,Buy,774,ORL,LAX,First Class,3
Christopher,Dominguez,Buy,1315,ORL,LAX,Business Class,5
Kimberly,Roberts,Buy,249,CUN,ELP,First Class,6
Kirsten,Robinson,Buy,1171,ELP,DFW,Business Class,7
Jasmin,Cuevas,Buy,871,BOS,LAX,Main Cabin,1
Elizabeth,Cordova,Buy,1175,DFW,ELP,Business Class,3
Lawrence,Henry,Buy,437,YYZ,ELP,Main Cabin,5
Elizabeth,Castillo,Buy,1147,ELP,CUN,Business Class,7
Michael,Morton,Buy,959,LAX,ORL,First Class,7
Jennifer,Jones,Buy,1112,ELP,BOS,Business Class,8
Rebecca,Fisher,Buy,170,ELP,CDG,Main Cabin,8
Douglas,Bryant,Buy,14,ELP,ORD,Business Class,6
Anthony,Sanchez,Buy,213,BOS,ELP,Main Cabin,7
Justin,Davis,Buy,162,ELP,YYZ,Business Class,6
Deborah,Hunt,Buy,916,ORD,ELP,Main Cabin,6
Daniel,Smith,Buy,493,ELP,LHR,First Class,4
Kyle,Hodges,Buy,694,LAX,BOS,First Class,5
Derrick,Grant,Buy,1176,ELP,LAX,Main Cabin,7
Rachel,Vasquez,Buy,135,LHR,ELP,Main Cabin,3
Darren,Gibbs,Buy,641,LAX,ELP,First Class,1
Miranda,Walker,Buy,956,ORL,LAX,Business Class,6
Jerry,Lee,Buy,117,JFK,ELP,Main Cabin,7
William,Hunter,Buy,100,LAX,ELP,First Class,5
Amy,Morse,Buy,134,ELP,LHR,First Class,3
Jacqueline,Dunn,Buy,682,MEX,CJS,Business Class,3
Kayla,Smith,Buy,726,ELP,LAX,Business Class,2
Olivia,Romero,Buy,1094,ELP,ORD,Business Class,2
Emma,Padilla,Buy,1221,MEX,CJS,First Class,8
Mark,Stewart,Buy,837,JFK,ELP,Business Class,2
Brandon,Neal,Buy,1267,ELP,LAX,Main Cabin,7
Alexandra,Cook,Buy,1265,DFW,ELP,First Class,6
Tammy,Martinez,Buy,984,ELP,HND,Business Class,6
Scar,Lion,Buy,7,ELP,LAX,Main Cabin,7
Shannon,Holden,Buy,1232,BOS,LAX,First Class,6
George,Proctor,Buy,1092,ELP,ORD,Main Cabin,4
Jessica,Ramirez,Buy,1199,JFK,ELP,Business Class,6
Amy,Parsons,Buy,1099,ELP,ATL,Business Class,1
Stephanie,Harris,Buy,365,DFW,ELP,Main Cabin,5
Michael,Castillo,Buy,1013,ATL,ELP,First Class,3
Kayla,Smith,Buy,52,MEX,CJS,First Class,5
Teresa,Gardner,Buy,734,ELP,ORD,First Class,1
Michael,Robinson,Buy,107,ORD,ELP,Business Class,2
Steven,Hernandez,Buy,969,CUN,ELP,Business Class,4
James,Morgan,Buy,122,ELP,BOS,First Class,8
Shirley,Foster,Buy,1142,BOS,LAX,Business Class,7
Mariah,Black,Buy,58,LAX,ORL,Main Cabin,4
Wendy,Montoya,Buy,1206,ELP,LAS,First Class,4
Wendy,Phillips,Buy,903,DFW,ELP,Main Cabin,5
Angel,Barber,Buy,706,YYZ,ELP,Business Class,2
Kelly,Wilson,Buy,910,LAX,ELP,First Class,2
Kenneth,Boyd,Buy,946,LHR,ELP,Main Cabin,5
Brett,Mathis,Buy,854,ELP,LHR,Business Class,2
Victor,Ross,Buy,258,ELP,CDG,Main Cabin,1
David,Costa,Buy,1047,LAX,ORL,Main Cabin,3
Wesley,Lambert,Buy,1010,ELP,ATL,Main Cabin,6
Mulan,Disney,Buy,177,HND,ELP,Business Class,1
Brian,Jensen,Buy,169,ELP,CDG,Main Cabin,4
Elizabeth,Castillo,Buy,961,BOS,LAX,Main Cabin,5
Anita,Fletcher,Buy,261,CDG,ELP,First Class,6
Mario,Walker,Buy,979,ELP,CDG,Main Cabin,7
Michael,Johnson,Buy,1052,BOS,LAX,Main Cabin,6
Miranda,Walker,Buy,1339,ELP,CDG,Main Cabin,6
Jake,Mitchell,Buy,58,LAX,ORL,Business Class,3
Emilia,Rivas,Buy,71,CUN,ELP,Business Class,2
Craig,Espinoza,Buy,645,ORD,ELP,Business Class,8
Ethan,Holmes,Buy,873,LAX,BOS,First Class,8
Derrick,Grant,Buy,1172,ELP,DFW,Main Cabin,1
Gabriel,Terrazas,Buy,732,ELP,ORD,Business Class,5
Mary,Lee,Buy,1062,ELP,YYZ,Main Cabin,5
Christopher,Foster,Buy,1225,ORL,LAX,First Class,4
Kevin,Tran,Buy,613,ELP,YYZ,Business Class,7
Mary,Lee,Buy,928,JFK,ELP,Main Cabin,4
Ashley,Magallanes,Buy,83,CDG,ELP,Business Class,2
Amber,Long,Buy,934,BOS,ELP,Business Class,5
Paul,Fisher,Buy,1170,ELP,DFW,Business Class,2
Keith,Christensen,Buy,482,ELP,BOS,First Class,3
Ann,Rogers,Buy,899,HND,ELP,Business Class,6
Mark,Butler,Buy,509,LAX,ORL,Main Cabin,4
Francisco,Vazquez,Buy,613,ELP,YYZ,Business Class,4
Jason,Skinner,Buy,905,DFW,ELP,First Class,3
Jennifer,Schneider,Buy,503,MEX,CJS,Main Cabin,6
Kimberly,Mejia,Buy,525,YYZ,ELP,First Class,1
Krista,Blake,Buy,360,ELP,DFW,Main Cabin,2
Emilia,Rivas,Buy,1237,ELP,CUN,Main Cabin,5
Misty,Jimenez,Buy,586,LHR,ELP,First Class,7
Steven,Owens,Buy,111,ATL,ELP,Business Class,7
Gustavo,Rubio,Buy,550,LAX,ELP,Business Class,2
Timothy,Wagner,Buy,30,ELP,BOS,First Class,8
Michelle,Holland,Buy,1126,LHR,ELP,Main Cabin,1
Beverly,Johnson,Buy,570,ELP,BOS,Business Class,5
James,Mitchell,Buy,1089,LAX,ELP,Business Class,5
Jonathan,Martinez,Buy,103,ELP,ORD,First Class,4
Susan,Alvarez,Buy,284,ELP,ORD,First Class,1
Stacy,Maldonado,Buy,1317,LAX,ORL,Business Class,5
Kimberly,Johnson,Buy,1246,YYZ,ELP,Main Cabin,1
Zachary,Ellison,Buy,540,ELP,DFW,Business Class,3
Emilia,Rivas,Buy,1292,ELP,BOS,First Class,5
Rachel,Phillips,Buy,930,ELP,BOS,Business Class,2
Michelle,Ray,Buy,1169,HND,ELP,Main Cabin,4
Bobby,Gonzales,Buy,911,LAX,ELP,Main Cabin,6
Eduardo,Romero,Buy,1,ELP,DFW,Business Class,5
Dorothy,Cox,Buy,1319,LAX,ORL,Main Cabin,1
Amber,Nguyen,Buy,609,CUN,ELP,Business Class,5
Erin,Jones,Buy,822,ELP,ORD,Main Cabin,2
Amber,Nguyen,Buy,1014,ELP,JFK,Main Cabin,2
Cruella,De Vil,Buy,827,ORD,ELP,First Class,5
Brandon,CartwrightLi,Buy,916,ORD,ELP,Business Class,4
Ursela,Mermaid,Buy,904,DFW,ELP,First Class,4
Jessica,Lloyd,Buy,990,ELP,DFW,First Class,2
Robert,Davis,Buy,1228,LAX,ORL,Business Class,1
Rhonda,Kane,Buy,179,HND,ELP,First Class,8
Tammy,Waters,Buy,477,JFK,ELP,Business Class,5
Mufassa,Disney,Buy,522,ELP,YYZ,First Class,4
Jorge,RodriguezOrtega,Buy,965,LAX,BOS,First Class,7
Taylor,Johnson,Buy,1098,ELP,ATL,Business Class,1
Laura,Smith,Buy,693,LAX,BOS,Main Cabin,6
Alexandra,Cook,Buy,739,ELP,ATL,First Class,8
Julie,Shaw,Buy,939,LAS,ELP,Main Cabin,2
Linda,Miller,Buy,1206,ELP,LAS,Business Class,7
Courtney,Tran,Buy,324,ORL,LAX,Business Class,5
Gregory,Maxwell,Buy,140,CJS,MEX,First Class,2
Sharon,Castillo,Buy,582,ELP,LHR,Business Class,6
Donald,Ramirez,Buy,1210,LAS,ELP,Main Cabin,4
Jamie,Conner,Buy,1057,ELP,CUN,Business Class,5
John,Blair,Buy,440,ELP,CDG,Main Cabin,7
Joseph,Brooks,Buy,1079,HND,ELP,Business Class,4
Justin,Hawkins,Buy,1084,DFW,ELP,Business Class,4
Sharon,Miller,Buy,50,CJS,MEX,First Class,1
Barbara,Jones,Buy,507,LAX,ORL,Business Class,7
Lee,Burke,Buy,238,LAX,ORL,Main Cabin,3
Jeffrey,Delgado,Buy,789,CUN,ELP,Business Class,4
John,Davis,Buy,85,ELP,HND,First Class,1
Donald,Duck,Buy,654,ELP,JFK,Business Class,8
Grace,Kelley,Buy,1239,CUN,ELP,First Class,7
Brian,Rojas,Buy,892,CDG,ELP,First Class,1
Douglas,Mckay,Buy,238,LAX,ORL,Main Cabin,1
Samantha,Howell,Buy,430,CUN,ELP,First Class,4
Teresa,Stewart,Buy,896,ELP,HND,Main Cabin,6
Daniel,Lucio,Buy,1061,CUN,ELP,First Class,6
Kim,Craig,Buy,97,ELP,LAX,Business Class,8
Christopher,Ortega,Buy,10,LAX,ELP,First Class,2
Stephanie,Harris,Buy,1246,YYZ,ELP,First Class,3
Christopher,Craig,Buy,1154,ELP,YYZ,First Class,1
Amy,Morse,Buy,687,LAX,ORL,Business Class,6
Anthony,Kramer,Buy,479,JFK,ELP,Main Cabin,4
Jeremy,Morris,Buy,641,LAX,ELP,Business Class,2
Melissa,Holt,Buy,190,LAX,ELP,Main Cabin,8
Kim,Craig,Buy,59,LAX,ORL,First Class,2
Bryan,Wise,Buy,984,ELP,HND,Main Cabin,3
Natasha,Wheeler,Buy,78,ELP,CDG,First Class,2
Susan,Humphrey,Buy,613,ELP,YYZ,Business Class,8
Brian,Jensen,Buy,419,LAX,ORL,First Class,8
Ann,Miller,Buy,163,ELP,YYZ,Business Class,8
Wendy,Phillips,Buy,1175,DFW,ELP,Main Cabin,4
Jorge,RodriguezOrtega,Buy,992,ELP,DFW,First Class,3
Elizabeth,Alvarez,Buy,484,BOS,ELP,Business Class,1
Tanya,Johnson,Buy,1186,ORD,ELP,Business Class,4
Nicole,Harvey,Buy,501,MEX,CJS,Main Cabin,8
Michael,King,Buy,757,ELP,LAS,First Class,6
Sarah,Anderson,Buy,721,ELP,DFW,Business Class,6
Jennifer,Preston,Buy,850,LAS,ELP,Business Class,8
Mark,Lamb,Buy,1169,HND,ELP,Main Cabin,4
Gregory,Short,Buy,115,ELP,JFK,Business Class,7
Kristine,Smith,Buy,568,JFK,ELP,Main Cabin,2
Kimberly,Harris,Buy,1159,ELP,CDG,Business Class,2
Donald,Haynes,Buy,565,ELP,JFK,First Class,7
Derek,Lopez,Buy,1223,MEX,CJS,Main Cabin,8
Mary,Chapman,Buy,431,CUN,ELP,Business Class,2
Goofy,Disney,Buy,922,ATL,ELP,Business Class,7
Vanessa,Watson,Buy,730,LAX,ELP,First Class,5
Christina,Wheeler,Buy,476,ELP,JFK,Main Cabin,4
Edward,Hernandez,Buy,1067,YYZ,ELP,First Class,3
Darlene,Shaw,Buy,385,ELP,JFK,Main Cabin,4
Anthony,Adams,Buy,270,ELP,DFW,Main Cabin,7
Lauren,Neal,Buy,947,LHR,ELP,First Class,7
Hannah,Arias,Buy,1000,LAX,ELP,First Class,7
Andrea,Riley,Buy,719,HND,ELP,Main Cabin,4
Beth,Sharp,Buy,827,ORD,ELP,First Class,3
Tammy,Waters,Buy,1109,JFK,ELP,Main Cabin,3
Donald,Tran,Buy,759,LAS,ELP,Business Class,7
Julian,Gutierrez,Buy,365,DFW,ELP,Main Cabin,5
Phillip,Richardson,Buy,476,ELP,JFK,First Class,6
James,Simpson,Buy,995,DFW,ELP,First Class,7
Ronald,Kent,Buy,1107,JFK,ELP,Business Class,7
Julie,Shaw,Buy,1064,ELP,YYZ,Main Cabin,1
Alicia,Moran,Buy,336,ELP,CUN,Main Cabin,4
Jonathan,Christian,Buy,842,ELP,BOS,First Class,5
Kimberly,Roberts,Buy,1344,ELP,HND,Business Class,2
Joseph,Lewis,Buy,1301,LAS,ELP,Business Class,2
Jeremy,Rocha,Buy,801,CDG,ELP,First Class,6
April,Lopez,Buy,982,CDG,ELP,Main Cabin,2
Carlos,Irwin,Buy,1047,LAX,ORL,Business Class,2
Christina,Valtierra,Buy,787,ELP,CUN,Business Class,3
William,Hunter,Buy,189,LAX,ELP,Main Cabin,4
Donald,Villanueva,Buy,956,ORL,LAX,Business Class,6
Amber,Conley,Buy,533,CDG,ELP,Business Class,4
Crystal,Hudson,Buy,451,ELP,DFW,Business Class,8
Alexander,Cameron,Buy,557,ORD,ELP,Business Class,1
Terrence,Dixon,Buy,1231,BOS,LAX,Business Class,8
Shelly,Jones,Buy,714,ELP,HND,Business Class,4
Kevin,Scott,Buy,1324,LAX,BOS,Business Class,4
Joshua,Gomez,Buy,1095,ORD,ELP,First Class,1
Vincent,Harrison,Buy,92,ELP,DFW,First Class,1
Deanna,Cummings,Buy,322,MEX,CJS,First Class,1
Laurie,Johnson,Buy,280,LAX,ELP,Main Cabin,8
Matthew,Gonzalez,Buy,21,ATL,ELP,Business Class,8
Brooke,Padilla,Buy,1223,MEX,CJS,Main Cabin,6
Edward,Hernandez,Buy,623,CDG,ELP,Business Class,2
Alondra,GonzalezAyala,Buy,865,ORL,LAX,Business Class,7
David,Johnson,Buy,263,CDG,ELP,Business Class,5
Kevin,Boone,Buy,287,ORD,ELP,Business Class,1
Wendy,Montoya,Buy,755,BOS,ELP,Main Cabin,4
Simba,Disney,Buy,745,ELP,JFK,Main Cabin,2
Kimberly,Kline,Buy,693,LAX,BOS,Main Cabin,4
Jared,Scott,Buy,1074,ELP,HND,First Class,1
Lori,Livingston,Buy,561,ATL,ELP,Business Class,1
Robert,Kennedy,Buy,979,ELP,CDG,Business Class,5
Susan,Garcia,Buy,598,LAX,ORL,Main Cabin,2
Denisse,LoyaVillalobos,Buy,1204,BOS,ELP,Main Cabin,4
Kathryn,Perez,Buy,777,LAX,ORL,Main Cabin,7
Ursela,Mermaid,Buy,21,ATL,ELP,Business Class,1
Gary,Park,Buy,497,LHR,ELP,First Class,7
Erin,Barton,Buy,658,JFK,ELP,Business Class,8
Jessica,Ramirez,Buy,1285,ELP,JFK,Main Cabin,7
Matthew,Campbell,Buy,88,HND,ELP,Business Class,5
Phillip,Richardson,Buy,1348,HND,ELP,First Class,1
Pluto,Disney,Buy,96,ELP,LAX,Business Class,4
Nancy,Robles,Buy,767,LHR,ELP,Business Class,4
Samuel,Burton,Buy,960,BOS,LAX,First Class,2
Michael,Morton,Buy,112,ATL,ELP,First Class,7
Melissa,Johnson,Buy,417,LAX,ORL,Business Class,7
Shannon,Bennett,Buy,1157,YYZ,ELP,First Class,6
Amber,Long,Buy,761,LAS,ELP,Main Cabin,2
Michaela,Miranda,Buy,1232,BOS,LAX,First Class,7
Joseph,Davis,Buy,204,ELP,JFK,Business Class,4
Thomas,Bonilla,Buy,19,ELP,ATL,First Class,4
Roger,Casey,Buy,343,ELP,YYZ,First Class,5
Sean,Hull,Buy,197,ORD,ELP,Main Cabin,1
Nancy,Robles,Buy,1153,ELP,YYZ,Main Cabin,7
Marcia,Snyder,Buy,1204,BOS,ELP,First Class,1
Grace,Kelley,Buy,1169,HND,ELP,Business Class,6
Michelle,Maldonado,Buy,552,ELP,ORD,First Class,4
Carrie,Bennett,Buy,599,LAX,ORL,First Class,7
Krista,Blake,Buy,1296,ELP,LAS,Business Class,1
Dennis,Smith,Buy,60,BOS,LAX,Main Cabin,3
Gary,Smith,Buy,298,JFK,ELP,Business Class,2
Christopher,Coleman,Buy,116,ELP,JFK,Main Cabin,8
Vincent,Harrison,Buy,1081,ELP,DFW,First Class,8
Jose,Espinoza Gonzalez,Buy,361,ELP,DFW,Business Class,1
Bryan,Massey,Buy,948,CJS,MEX,Main Cabin,3
Susan,Alvarez,Buy,1212,ELP,LHR,Main Cabin,7
Robert,Kennedy,Buy,894,ELP,HND,Business Class,8
Tara,Rodriguez,Buy,1092,ELP,ORD,Main Cabin,2
Robert,Leblanc,Buy,800,ELP,CDG,Business Class,8
Dawn,King,Buy,918,ELP,ATL,First Class,1
Carrie,Bennett,Buy,765,LHR,ELP,Main Cabin,4
Laura,Williams,Buy,1173,DFW,ELP,Business Class,5
Jade,Crawford,Buy,92,ELP,DFW,First Class,5
Melissa,Johnson,Buy,95,DFW,ELP,Business Class,2
Karl,Davis,Buy,618,ELP,CDG,Main Cabin,6
Brandon,Flores,Buy,516,ELP,CUN,Main Cabin,2
Teresa,Jacobs,Buy,1156,YYZ,ELP,Business Class,1
Danielle,Gardner,Buy,849,LAS,ELP,Business Class,6
Mary,Stevens,Buy,1233,LAX,BOS,Business Class,8
Crystal,Rice,Buy,1348,HND,ELP,Main Cabin,8
Laurie,Johnson,Buy,213,BOS,ELP,Business Class,8
Crystal,Walker,Buy,470,ELP,ATL,First Class,3
Evil,Queen,Buy,1210,LAS,ELP,First Class,6
Andrew,Marshall,Buy,1006,ORD,ELP,Main Cabin,3
Monica,Davenport,Buy,1162,CDG,ELP,Main Cabin,5
Paul,Fisher,Buy,116,ELP,JFK,Business Class,2
Gerald,Beltran,Buy,87,HND,ELP,First Class,6
