Username,ID,Money Available,Role,Password,First Name,DOB,Flights Purchased,MinerAirlines Membership,Last Name
dakotabender,362,4763.71,Employee,Fun!23,Dakota,2/23/87,0,FALSE,Bender
markrichards,273,6743.73,Employee,Fun!23,Mark,4/28/87,0,FALSE,Richards
rubencarmonamedrano,46,4757.99,Employee,Fun!23,Ruben,6/6/87,0,TRUE,CarmonaMedrano
emiliarivas,68,4980.78,Employee,Fun!23,Emilia,11/24/87,0,FALSE,Rivas
tiffanyjones,760,10773.28,Employee,Fun!23,Tiffany,11/28/87,0,TRUE,Jones
richardvargas,150,13016.94,Employee,Fun!23,Richard,1/2/88,0,TRUE,Vargas
tararodriguez,451,5256.03,Employee,Fun!23,Tara,1/11/88,0,TRUE,Rodriguez
stephenvillegas,299,2366.37,Employee,Fun!23,Stephen,2/1/88,0,TRUE,Villegas
joannatrevino,231,7440.73,Employee,Fun!23,Joanna,2/5/88,0,TRUE,Trevino
daviddavila,444,6361.94,Employee,Fun!23,David,5/27/88,0,FALSE,Davila
rayhuynh,410,8884.31,Employee,Fun!23,Ray,7/11/88,0,FALSE,Huynh
danajones,582,8941.25,Employee,Fun!23,Dana,7/26/88,0,FALSE,Jones
robertflores,957,3041.18,Employee,Fun!23,Robert,7/29/88,0,FALSE,Flores
captaiinhook,27,11295.41,Customer,Fun!23,Captaiin,8/18/88,0,FALSE,Hook
lisaspencer,419,13158.89,Employee,Fun!23,Lisa,9/18/88,0,TRUE,Spencer
elizabethrodriguez,940,8093.76,Employee,Fun!23,Elizabeth,9/20/88,0,FALSE,Rodriguez
ritaowens,433,11709.44,Employee,Fun!23,Rita,10/31/88,0,TRUE,Owens
elizabethdominguez,774,13980.56,Employee,Fun!23,Elizabeth,11/11/88,0,TRUE,Dominguez
leilamartinez,61,10135.16,Employee,Fun!23,Leila,12/17/88,0,TRUE,Martinez
jenniferhernandez,954,10047.99,Employee,Fun!23,Jennifer,12/24/88,0,TRUE,Hernandez
jamesmitchell,1018,8409.78,Employee,Fun!23,James,12/24/88,0,TRUE,Mitchell
marissawagner,153,4985.2,Employee,Fun!23,Marissa,5/17/89,0,TRUE,Wagner
aprilturner,440,10244.86,Employee,Fun!23,April,6/14/89,0,TRUE,Turner
jaredperry,621,13505.04,Employee,Fun!23,Jared,6/21/89,0,FALSE,Perry
sarahanderson,598,4316.55,Employee,Fun!23,Sarah,7/21/89,0,FALSE,Anderson
amandavang,543,2524.97,Employee,Fun!23,Amanda,11/19/89,0,FALSE,Vang
leeburke,213,3660.25,Employee,Fun!23,Lee,12/23/89,0,TRUE,Burke
andrewnorris,818,7723.17,Employee,Fun!23,Andrew,1/29/90,0,FALSE,Norris
angeljoseph,371,12558.39,Employee,Fun!23,Angel,3/20/90,0,TRUE,Joseph
rogercasey,964,10597.95,Employee,Fun!23,Roger,5/1/90,0,FALSE,Casey
davidhayes,932,12075.06,Employee,Fun!23,David,5/26/90,0,FALSE,Hayes
vanessacarson,1030,5430.97,Employee,Fun!23,Vanessa,7/12/90,0,TRUE,Carson
stephaniekirby,657,8956.51,Employee,Fun!23,Stephanie,9/4/90,0,TRUE,Kirby
allisonweaver,732,12837.89,Employee,Fun!23,Allison,10/26/90,0,TRUE,Weaver
alejandroolivas,63,2225.3,Employee,Fun!23,Alejandro,12/12/90,0,FALSE,Olivas
josephhanna,1004,5729.71,Employee,Fun!23,Joseph,12/26/90,0,FALSE,Hanna
woodydisney,16,8595.5,Customer,Fun!23,Woody,2/20/91,0,FALSE,Disney
jenniferschneider,930,13425.29,Employee,Fun!23,Jennifer,4/6/91,0,TRUE,Schneider
rachelphillips,318,11736.32,Employee,Fun!23,Rachel,4/16/91,0,FALSE,Phillips
sharoncastillo,942,4726.16,Employee,Fun!23,Sharon,5/14/91,0,FALSE,Castillo
wesleywilliamson,703,2988.23,Employee,Fun!23,Wesley,5/17/91,0,FALSE,Williamson
martinedwards,569,12072.83,Employee,Fun!23,Martin,5/19/91,0,FALSE,Edwards
mariowalker,279,10366.24,Employee,Fun!23,Mario,6/2/91,0,FALSE,Walker
bridgetwagner,215,8917.7,Employee,Fun!23,Bridget,7/21/91,0,FALSE,Wagner
reneezimmerman,179,6116.02,Employee,Fun!23,Renee,9/4/91,0,FALSE,Zimmerman
anthonybarber,595,4818.24,Employee,Fun!23,Anthony,9/8/91,0,TRUE,Barber
lisajackson,918,9409.75,Employee,Fun!23,Lisa,10/16/91,0,TRUE,Jackson
susanallen,271,7495.25,Employee,Fun!23,Susan,3/21/92,0,TRUE,Allen
kimberlykline,132,3097.06,Employee,Fun!23,Kimberly,3/31/92,0,TRUE,Kline
emilycole,885,14145.75,Employee,Fun!23,Emily,3/31/92,0,FALSE,Cole
matthewcampbell,314,2360.58,Employee,Fun!23,Matthew,7/18/92,0,FALSE,Campbell
lorilivingston,1000,5242.76,Employee,Fun!23,Lori,8/6/92,0,TRUE,Livingston
kellybell,480,13628.41,Employee,Fun!23,Kelly,9/7/92,0,FALSE,Bell
jaredscott,746,11026.02,Employee,Fun!23,Jared,12/2/92,0,TRUE,Scott
christophermelendez,527,11875.5,Employee,Fun!23,Christopher,12/16/92,0,TRUE,Melendez
nicoleharvey,289,3825.29,Employee,Fun!23,Nicole,1/14/93,0,TRUE,Harvey
theresahardy,469,4651.47,Employee,Fun!23,Theresa,2/19/93,0,TRUE,Hardy
marciasnyder,835,14288.94,Employee,Fun!23,Marcia,4/29/93,0,FALSE,Snyder
deannacummings,912,7340.52,Employee,Fun!23,Deanna,6/5/93,0,FALSE,Cummings
jermainedean,715,14003.66,Employee,Fun!23,Jermaine,6/17/93,0,FALSE,Dean
kennethdavis,682,4733.61,Employee,Fun!23,Kenneth,7/26/93,0,FALSE,Davis
bobbybennett,516,6470.59,Employee,Fun!23,Bobby,8/29/93,0,TRUE,Bennett
denniscooper,934,5636.6,Employee,Fun!23,Dennis,9/26/93,0,FALSE,Cooper
davidbrown,100,3459.69,Employee,Fun!23,David,10/26/93,0,TRUE,Brown
urselamermaid,19,10221.96,Customer,Fun!23,Ursela,1/11/94,0,TRUE,Mermaid
donnaallen,207,10582.09,Employee,Fun!23,Donna,1/11/94,0,TRUE,Allen
brittanyandrews,95,9551.73,Employee,Fun!23,Brittany,2/2/94,0,TRUE,Andrews
alexisford,252,5153.9,Employee,Fun!23,Alexis,2/21/94,0,TRUE,Ford
beckysimpson,958,8403.3,Employee,Fun!23,Becky,2/24/94,0,FALSE,Simpson
cesarjones,219,5064.94,Employee,Fun!23,Cesar,3/15/94,0,TRUE,Jones
jillhenderson,173,6828.26,Employee,Fun!23,Jill,3/17/94,0,TRUE,Henderson
johnsanders,1016,3698.36,Employee,Fun!23,John,5/5/94,0,FALSE,Sanders
lindarodriguez,681,8554.88,Employee,Fun!23,Linda,6/7/94,0,FALSE,Rodriguez
ryanpeterson,1001,9413.29,Employee,Fun!23,Ryan,11/5/94,0,TRUE,Peterson
pamelacarter,124,11338.55,Employee,Fun!23,Pamela,12/30/94,0,TRUE,Carter
laurencoleman,891,11369.23,Employee,Fun!23,Lauren,1/25/95,0,TRUE,Coleman
elizabethkim,307,7049.84,Employee,Fun!23,Elizabeth,6/2/95,0,FALSE,Kim
plutodisney,5,11681.54,Customer,Fun!23,Pluto,8/5/95,0,TRUE,Disney
amandabaker,1038,11365.05,Employee,Fun!23,Amanda,9/10/95,0,TRUE,Baker
katherineevans,103,7223.12,Employee,Fun!23,Katherine,11/27/95,0,FALSE,Evans
georgeayala,801,12543.23,Employee,Fun!23,George,12/28/95,0,FALSE,Ayala
geraldbeltran,561,11915.49,Employee,Fun!23,Gerald,2/11/96,0,TRUE,Beltran
garymiller,464,14569.98,Employee,Fun!23,Gary,2/17/96,0,FALSE,Miller
christopherdavis,704,14217.17,Employee,Fun!23,Christopher,3/21/96,0,FALSE,Davis
ericvazquez,190,4724.47,Employee,Fun!23,Eric,4/18/96,0,FALSE,Vazquez
zacharytran,413,8738.64,Employee,Fun!23,Zachary,5/13/96,0,TRUE,Tran
alexisshea,449,9188.53,Employee,Fun!23,Alexis,6/3/96,0,TRUE,Shea
jessedunn,890,12702.17,Employee,Fun!23,Jesse,6/21/96,0,TRUE,Dunn
keithchristensen,784,8397.84,Employee,Fun!23,Keith,8/20/96,0,FALSE,Christensen
kristenmartinez,1024,7890.38,Employee,Fun!23,Kristen,9/9/96,0,TRUE,Martinez
janethughes,618,4205.88,Employee,Fun!23,Janet,9/15/96,0,TRUE,Hughes
jamesmorgan,587,12824.31,Employee,Fun!23,James,12/12/96,0,FALSE,Morgan
ericramos,472,7552.39,Employee,Fun!23,Eric,12/24/96,0,FALSE,Ramos
mirandawalker,960,4328.82,Employee,Fun!23,Miranda,12/26/96,0,FALSE,Walker
christopherortega,913,10136.49,Employee,Fun!23,Christopher,3/20/97,0,TRUE,Ortega
alexandrasimpson,782,10258.83,Employee,Fun!23,Alexandra,5/3/97,0,FALSE,Simpson
simbaking,24,14635.92,Customer,Fun!23,Simba,9/20/97,0,TRUE,King
lancedominguez,302,7775.14,Employee,Fun!23,Lance,11/4/97,0,FALSE,Dominguez
tammymartinez,287,10938.84,Employee,Fun!23,Tammy,11/24/97,0,FALSE,Martinez
corybyrd,1037,4203.65,Employee,Fun!23,Cory,1/12/98,0,TRUE,Byrd
timothyromero,218,8435.84,Employee,Fun!23,Timothy,3/21/98,0,FALSE,Romero
cherylwilson,325,8405.34,Employee,Fun!23,Cheryl,4/4/98,0,TRUE,Wilson
amandamiller,208,10365.86,Employee,Fun!23,Amanda,4/6/98,0,TRUE,Miller
cinderelladisney,8,5270.44,Customer,Fun!23,Cinderella,4/9/98,0,FALSE,Disney
michaelcastillo,401,14131.9,Employee,Fun!23,Michael,6/11/98,0,TRUE,Castillo
michaelcowan,737,5814.98,Employee,Fun!23,Michael,6/28/98,0,TRUE,Cowan
marissahenry,980,11745.31,Employee,Fun!23,Marissa,7/29/98,0,FALSE,Henry
elizabethjackson,1006,4956.91,Employee,Fun!23,Elizabeth,7/31/98,0,FALSE,Jackson
paulfisher,232,13653.36,Employee,Fun!23,Paul,8/5/98,0,FALSE,Fisher
kyletaylor,335,5623.92,Employee,Fun!23,Kyle,10/6/98,0,FALSE,Taylor
daniellechavez,899,8514.6,Employee,Fun!23,Danielle,10/18/98,0,FALSE,Chavez
chrisjones,571,9542.92,Employee,Fun!23,Chris,11/20/98,0,TRUE,Jones
jamesanderson,653,6884,Employee,Fun!23,James,11/20/98,0,TRUE,Anderson
anthonybyrd,979,10594.1,Employee,Fun!23,Anthony,11/24/98,0,FALSE,Byrd
seansmith,773,3054.44,Employee,Fun!23,Sean,12/3/98,0,TRUE,Smith
ronaldmartinez,948,12600.32,Employee,Fun!23,Ronald,1/12/99,0,FALSE,Martinez
williamevans,553,3723.87,Employee,Fun!23,William,2/9/99,0,TRUE,Evans
michaelnunez,733,9090.46,Employee,Fun!23,Michael,2/11/99,0,FALSE,Nunez
jeffreydelgado,210,2196.76,Employee,Fun!23,Jeffrey,2/13/99,0,FALSE,Delgado
michaelflores,764,9965.37,Employee,Fun!23,Michael,3/23/99,0,TRUE,Flores
robertkennedy,994,10766.85,Employee,Fun!23,Robert,4/16/99,0,TRUE,Kennedy
colleentorres,513,12194.42,Employee,Fun!23,Colleen,8/21/99,0,TRUE,Torres
leroywalters,262,13434.04,Employee,Fun!23,Leroy,9/30/99,0,TRUE,Walters
tiffanydavis,524,14737,Employee,Fun!23,Tiffany,10/1/99,0,FALSE,Davis
michellegriffin,804,9719.06,Employee,Fun!23,Michelle,1/13/00,0,TRUE,Griffin
mufassadisney,13,5870.49,Customer,Fun!23,Mufassa,1/24/00,0,TRUE,Disney
daltonbryant,926,14237.58,Employee,Fun!23,Dalton,2/2/00,0,TRUE,Bryant
michaeljohnson,986,6709.48,Employee,Fun!23,Michael,2/6/00,0,FALSE,Johnson
austingriffin,106,14035.99,Employee,Fun!23,Austin,3/28/00,0,FALSE,Griffin
christopherosborne,633,9945.22,Employee,Fun!23,Christopher,5/23/00,0,FALSE,Osborne
denisewilliams,342,12469.82,Employee,Fun!23,Denise,8/29/00,0,TRUE,Williams
kathleenhines,549,4418.3,Employee,Fun!23,Kathleen,12/16/00,0,FALSE,Hines
williamadkins,728,6833.06,Employee,Fun!23,William,12/24/00,0,FALSE,Adkins
